v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_placed_nodes,num_routed_links
1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,16.0,41858,7660,34198,0.0,0.0,0,69.01953183544195,16.0,9,18,False,"{1: np.int64(25), 6: np.int64(28), 4: np.int64(86), 5: np.int64(33), 7: np.int64(90), 3: np.int64(26), 0: np.int64(35), 8: np.int64(21), 2: np.int64(17)}","{(0, 1): [(np.int64(35), 26), (26, np.int64(25))], (0, 2): [(np.int64(35), 20), (20, np.int64(17))], (0, 3): [(np.int64(35), 90), (90, np.int64(26))], (0, 4): [(np.int64(35), 28), (28, np.int64(86))], (0, 5): [(np.int64(35), 32), (32, np.int64(33))], (0, 6): []}","{(1, np.int64(25)): {'cpu': 17}, (6, np.int64(28)): {'cpu': 17}, (4, np.int64(86)): {'cpu': 16}, (5, np.int64(33)): {'cpu': 8}, (7, np.int64(90)): {'cpu': 8}, (3, np.int64(26)): {'cpu': 4}, (0, np.int64(35)): {'cpu': 1}, (8, np.int64(21)): {'cpu': 1}, (2, np.int64(17)): {'cpu': 1}}","{((0, 1), (np.int64(35), 26)): {'bw': 32}, ((0, 1), (26, np.int64(25))): {'bw': 32}, ((0, 2), (np.int64(35), 20)): {'bw': 22}, ((0, 2), (20, np.int64(17))): {'bw': 22}, ((0, 3), (np.int64(35), 90)): {'bw': 48}, ((0, 3), (90, np.int64(26))): {'bw': 48}, ((0, 4), (np.int64(35), 28)): {'bw': 49}, ((0, 4), (28, np.int64(86))): {'bw': 49}, ((0, 5), (np.int64(35), 32)): {'bw': 17}, ((0, 5), (32, np.int64(33))): {'bw': 17}}",0.0,0.0,480.0,73.0,407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,8.036149224564923,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {1: {'cpu': -79}, 6: {'cpu': -82}, 4: {'cpu': -51}, 5: {'cpu': -84}, 7: {'cpu': -92}, 3: {'cpu': -76}, 0: {'cpu': -82}, 8: {'cpu': -58}, 2: {'cpu': -52}}, 'link_level': {(0, 1): {'bw': -34}, (0, 2): {'bw': -44}, (0, 3): {'bw': -24}, (0, 4): {'bw': -4}, (0, 5): {'bw': -47}, (0, 6): {'bw': -28}}, 'path_level': {(0, 1): {'latency': -3.091745614919481}, (0, 2): {'latency': -7.825898267982955}, (0, 3): {'latency': -9.157584276266974}, (0, 4): {'latency': -12.40567581533205}, (0, 5): {'latency': -6.8938439823365805}, (0, 6): {'latency': 8.036149224564923}}}","{'node_level': {1: {'cpu': 0}, 6: {'cpu': 0}, 4: {'cpu': 0}, 5: {'cpu': 0}, 7: {'cpu': 0}, 3: {'cpu': 0}, 0: {'cpu': 0}, 8: {'cpu': 0}, 2: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}, (0, 2): {'bw': 0}, (0, 3): {'bw': 0}, (0, 4): {'bw': 0}, (0, 5): {'bw': 0}, (0, 6): {'bw': 0}}, 'path_level': {(0, 1): {'latency': 0}, (0, 2): {'latency': 0}, (0, 3): {'latency': 0}, (0, 4): {'latency': 0}, (0, 5): {'latency': 0}, (0, 6): {'latency': 8.036149224564923}}}",[],0.0,0.0,True,False,False,0,[],0,0.0,9.0,6.0
2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,27.0,41858,7660,34198,0.0,0.0,1,889.3291322410356,27.0,7,11,False,"{3: np.int64(25), 2: np.int64(28), 0: np.int64(86), 4: np.int64(33), 5: np.int64(90), 6: np.int64(26), 1: np.int64(35)}","{(0, 6): []}","{(3, np.int64(25)): {'cpu': 14}, (2, np.int64(28)): {'cpu': 12}, (0, np.int64(86)): {'cpu': 16}, (4, np.int64(33)): {'cpu': 15}, (5, np.int64(90)): {'cpu': 8}, (6, np.int64(26)): {'cpu': 1}, (1, np.int64(35)): {'cpu': 1}}",{},0.0,0.0,300.0,67.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,4.8253277264978784,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {3: {'cpu': -82}, 2: {'cpu': -87}, 0: {'cpu': -51}, 4: {'cpu': -77}, 5: {'cpu': -92}, 6: {'cpu': -79}, 1: {'cpu': -82}}, 'link_level': {(0, 6): {'bw': -18}}, 'path_level': {(0, 6): {'latency': 4.8253277264978784}}}","{'node_level': {3: {'cpu': 0}, 2: {'cpu': 0}, 0: {'cpu': 0}, 4: {'cpu': 0}, 5: {'cpu': 0}, 6: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(0, 6): {'bw': 0}}, 'path_level': {(0, 6): {'latency': 4.8253277264978784}}}",[],0.0,0.0,True,False,False,0,[],0,0.0,7.0,1.0
3,1,1,71.0,71.0,54858.32208108269,54858.32208108269,1.0,1.0,3,2,1,37.0,41787,7627,34160,0.0043080939947780506,0.0011111760921691527,2,772.652423677221,37.0,3,2,True,"{1: np.int64(25), 2: np.int64(28), 0: np.int64(86)}","{(0, 1): [(np.int64(86), 25)], (1, 2): [(np.int64(25), 28)]}","{(1, np.int64(25)): {'cpu': 12}, (2, np.int64(28)): {'cpu': 15}, (0, np.int64(86)): {'cpu': 6}}","{((0, 1), (np.int64(86), 25)): {'bw': 14}, ((1, 2), (np.int64(25), 28)): {'bw': 24}}",71.0,71.0,71.0,33.0,38.0,33.0,38.0,33.0,38.0,0.0,1.0,54858.32208108269,54858.32208108269,772.652423677221,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {1: {'cpu': -84}, 2: {'cpu': -84}, 0: {'cpu': -61}}, 'link_level': {(0, 1): {'bw': -68}, (1, 2): {'bw': -36}}, 'path_level': {(0, 1): {'latency': -10.19177642359258}, (1, 2): {'latency': -11.956670192489891}}}","{'node_level': {1: {'cpu': 0}, 2: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}, (1, 2): {'bw': 0}}, 'path_level': {(0, 1): {'latency': 0}, (1, 2): {'latency': 0}}}",[],0.0,0.0,True,True,False,0,[],0,0.0,3.0,2.0
4,1,1,71.0,71.0,54858.32208108269,54858.32208108269,1.0,1.0,3,3,1,46.0,41787,7627,34160,0.0043080939947780506,0.0011111760921691527,3,585.0178031143265,46.0,10,27,False,"{6: np.int64(34), 8: np.int64(17), 3: np.int64(98), 4: np.int64(94), 9: np.int64(4), 5: np.int64(26), 1: np.int64(90), 2: np.int64(58), 0: np.int64(25), 7: np.int64(21)}","{(0, 1): [(np.int64(25), 26), (26, np.int64(90))], (0, 3): [(np.int64(25), 39), (39, 8), (8, np.int64(98))], (0, 6): []}","{(6, np.int64(34)): {'cpu': 16}, (8, np.int64(17)): {'cpu': 19}, (3, np.int64(98)): {'cpu': 14}, (4, np.int64(94)): {'cpu': 11}, (9, np.int64(4)): {'cpu': 14}, (5, np.int64(26)): {'cpu': 17}, (1, np.int64(90)): {'cpu': 6}, (2, np.int64(58)): {'cpu': 19}, (0, np.int64(25)): {'cpu': 3}, (7, np.int64(21)): {'cpu': 2}}","{((0, 1), (np.int64(25), 26)): {'bw': 39}, ((0, 1), (26, np.int64(90))): {'bw': 39}, ((0, 3), (np.int64(25), 39)): {'bw': 45}, ((0, 3), (39, 8)): {'bw': 45}, ((0, 3), (8, np.int64(98))): {'bw': 45}}",0.0,0.0,864.0,121.0,743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,8.139760578872822,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {6: {'cpu': -79}, 8: {'cpu': -34}, 3: {'cpu': -79}, 4: {'cpu': -45}, 9: {'cpu': -59}, 5: {'cpu': -63}, 1: {'cpu': -94}, 2: {'cpu': -54}, 0: {'cpu': -81}, 7: {'cpu': -57}}, 'link_level': {(0, 1): {'bw': -32}, (0, 3): {'bw': -6}, (0, 6): {'bw': -13}}, 'path_level': {(0, 1): {'latency': -5.418183621516491}, (0, 3): {'latency': -0.9204882461234991}, (0, 6): {'latency': 8.139760578872822}}}","{'node_level': {6: {'cpu': 0}, 8: {'cpu': 0}, 3: {'cpu': 0}, 4: {'cpu': 0}, 9: {'cpu': 0}, 5: {'cpu': 0}, 1: {'cpu': 0}, 2: {'cpu': 0}, 0: {'cpu': 0}, 7: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}, (0, 3): {'bw': 0}, (0, 6): {'bw': 0}}, 'path_level': {(0, 1): {'latency': 0}, (0, 3): {'latency': 0}, (0, 6): {'latency': 8.139760578872822}}}",[],0.0,0.0,True,False,False,0,[],0,0.0,10.0,3.0
5,1,1,71.0,71.0,54858.32208108269,54858.32208108269,1.0,1.0,3,4,1,66.0,41787,7627,34160,0.0043080939947780506,0.0011111760921691527,4,525.5416162350841,66.0,9,24,False,"{6: np.int64(34), 0: np.int64(17), 2: np.int64(98), 5: np.int64(94), 1: np.int64(4), 4: np.int64(26), 8: np.int64(90), 3: np.int64(58), 7: np.int64(25)}","{(0, 1): [(np.int64(17), 4)], (0, 2): [(np.int64(17), 98)], (0, 3): []}","{(6, np.int64(34)): {'cpu': 16}, (0, np.int64(17)): {'cpu': 18}, (2, np.int64(98)): {'cpu': 19}, (5, np.int64(94)): {'cpu': 12}, (1, np.int64(4)): {'cpu': 8}, (4, np.int64(26)): {'cpu': 10}, (8, np.int64(90)): {'cpu': 4}, (3, np.int64(58)): {'cpu': 1}, (7, np.int64(25)): {'cpu': 1}}","{((0, 1), (np.int64(17), 4)): {'bw': 46}, ((0, 2), (np.int64(17), 98)): {'bw': 2}}",0.0,0.0,682.0,89.0,593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,9.512979426034263,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {6: {'cpu': -79}, 0: {'cpu': -35}, 2: {'cpu': -74}, 5: {'cpu': -44}, 1: {'cpu': -65}, 4: {'cpu': -70}, 8: {'cpu': -96}, 3: {'cpu': -72}, 7: {'cpu': -83}}, 'link_level': {(0, 1): {'bw': -50}, (0, 2): {'bw': -74}, (0, 3): {'bw': -45}}, 'path_level': {(0, 1): {'latency': -2.2483420610248825}, (0, 2): {'latency': -1.7593734242234387}, (0, 3): {'latency': 9.512979426034263}}}","{'node_level': {6: {'cpu': 0}, 0: {'cpu': 0}, 2: {'cpu': 0}, 5: {'cpu': 0}, 1: {'cpu': 0}, 4: {'cpu': 0}, 8: {'cpu': 0}, 3: {'cpu': 0}, 7: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}, (0, 2): {'bw': 0}, (0, 3): {'bw': 0}}, 'path_level': {(0, 1): {'latency': 0}, (0, 2): {'latency': 0}, (0, 3): {'latency': 9.512979426034263}}}",[],0.0,0.0,True,False,False,0,[],0,0.0,9.0,3.0
6,1,1,71.0,71.0,54858.32208108269,54858.32208108269,1.0,1.0,3,5,1,70.0,41787,7627,34160,0.0043080939947780506,0.0011111760921691527,5,1384.6289627077263,70.0,10,14,False,"{5: np.int64(34), 6: np.int64(17), 2: np.int64(98), 3: np.int64(94), 1: np.int64(4), 4: np.int64(26), 8: np.int64(90), 0: np.int64(58), 7: np.int64(25), 9: np.int64(21)}","{(0, 4): [(np.int64(58), 26)], (0, 5): []}","{(5, np.int64(34)): {'cpu': 20}, (6, np.int64(17)): {'cpu': 10}, (2, np.int64(98)): {'cpu': 15}, (3, np.int64(94)): {'cpu': 9}, (1, np.int64(4)): {'cpu': 13}, (4, np.int64(26)): {'cpu': 6}, (8, np.int64(90)): {'cpu': 20}, (0, np.int64(58)): {'cpu': 4}, (7, np.int64(25)): {'cpu': 20}, (9, np.int64(21)): {'cpu': 2}}","{((0, 4), (np.int64(58), 26)): {'bw': 1}}",0.0,0.0,534.0,119.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,7.715688587906259,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {5: {'cpu': -75}, 6: {'cpu': -43}, 2: {'cpu': -78}, 3: {'cpu': -47}, 1: {'cpu': -60}, 4: {'cpu': -74}, 8: {'cpu': -80}, 0: {'cpu': -69}, 7: {'cpu': -64}, 9: {'cpu': -57}}, 'link_level': {(0, 4): {'bw': -78}, (0, 5): {'bw': -31}}, 'path_level': {(0, 4): {'latency': -5.262788686643381}, (0, 5): {'latency': 7.715688587906259}}}","{'node_level': {5: {'cpu': 0}, 6: {'cpu': 0}, 2: {'cpu': 0}, 3: {'cpu': 0}, 1: {'cpu': 0}, 4: {'cpu': 0}, 8: {'cpu': 0}, 0: {'cpu': 0}, 7: {'cpu': 0}, 9: {'cpu': 0}}, 'link_level': {(0, 4): {'bw': 0}, (0, 5): {'bw': 0}}, 'path_level': {(0, 4): {'latency': 0}, (0, 5): {'latency': 7.715688587906259}}}",[],0.0,0.0,True,False,False,0,[],0,0.0,10.0,2.0
7,2,2,217.0,238.0,74523.50197607475,77352.05524864211,0.9117647058823529,0.9634327328023129,7,6,1,80.0,41620,7586,34034,0.009660574412532652,0.004795602081993144,6,134.69301297939768,80.0,4,4,True,"{2: np.int64(34), 0: np.int64(17), 3: np.int64(98), 1: np.int64(94)}","{(0, 1): [(np.int64(17), 94)], (0, 3): [(np.int64(17), 98)], (1, 2): [(np.int64(94), 17), (17, np.int64(34))], (2, 3): [(np.int64(34), 98)]}","{(2, np.int64(34)): {'cpu': 17}, (0, np.int64(17)): {'cpu': 18}, (3, np.int64(98)): {'cpu': 2}, (1, np.int64(94)): {'cpu': 4}}","{((0, 1), (np.int64(17), 94)): {'bw': 11}, ((0, 3), (np.int64(17), 98)): {'bw': 24}, ((1, 2), (np.int64(94), 17)): {'bw': 21}, ((1, 2), (17, np.int64(34))): {'bw': 21}, ((2, 3), (np.int64(34), 98)): {'bw': 49}}",167.0,146.0,146.0,41.0,105.0,41.0,105.0,41.0,126.0,21.0,0.874251497005988,22493.733167559414,19665.17989499206,117.75556823348539,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {2: {'cpu': -78}, 0: {'cpu': -35}, 3: {'cpu': -91}, 1: {'cpu': -52}}, 'link_level': {(0, 1): {'bw': -50}, (0, 3): {'bw': -52}, (1, 2): {'bw': -29}, (2, 3): {'bw': -5}}, 'path_level': {(0, 1): {'latency': -9.838759493226437}, (0, 3): {'latency': -10.384754138214294}, (1, 2): {'latency': -4.559690925703427}, (2, 3): {'latency': -7.494876788923481}}}","{'node_level': {2: {'cpu': 0}, 0: {'cpu': 0}, 3: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}, (0, 3): {'bw': 0}, (1, 2): {'bw': 0}, (2, 3): {'bw': 0}}, 'path_level': {(0, 1): {'latency': 0}, (0, 3): {'latency': 0}, (1, 2): {'latency': 0}, (2, 3): {'latency': 0}}}",[],0.0,0.0,True,True,False,0,[],0,0.0,4.0,4.0
7,2,2,217.0,238.0,74523.50197607475,77352.05524864211,0.9117647058823529,0.9634327328023129,7,7,0,85.01953183544195,41620,7586,34034,0.009660574412532652,0.004795602081993144,0,69.01953183544195,16.0,9,18,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],0.0,0.0,True,True,False,0,[],0,0.0,,
8,2,2,217.0,238.0,74523.50197607475,77352.05524864211,0.9117647058823529,0.9634327328023129,7,8,1,92.0,41620,7586,34034,0.009660574412532652,0.004795602081993144,7,328.3689971637556,92.0,9,18,False,"{5: np.int64(25), 7: np.int64(33), 2: np.int64(64), 8: np.int64(0), 6: np.int64(86), 3: np.int64(28), 1: np.int64(90), 4: np.int64(26), 0: np.int64(21)}","{(0, 3): [(np.int64(21), 28)], (0, 4): [(np.int64(21), 26)], (0, 7): [(np.int64(21), 60), (60, np.int64(33))], (1, 3): [(np.int64(90), 28)], (1, 5): [(np.int64(90), 26), (26, np.int64(25))], (1, 7): [(np.int64(90), 22), (22, np.int64(33))], (1, 8): []}","{(5, np.int64(25)): {'cpu': 17}, (7, np.int64(33)): {'cpu': 20}, (2, np.int64(64)): {'cpu': 16}, (8, np.int64(0)): {'cpu': 9}, (6, np.int64(86)): {'cpu': 14}, (3, np.int64(28)): {'cpu': 4}, (1, np.int64(90)): {'cpu': 5}, (4, np.int64(26)): {'cpu': 5}, (0, np.int64(21)): {'cpu': 2}}","{((0, 3), (np.int64(21), 28)): {'bw': 14}, ((0, 4), (np.int64(21), 26)): {'bw': 26}, ((0, 7), (np.int64(21), 60)): {'bw': 35}, ((0, 7), (60, np.int64(33))): {'bw': 35}, ((1, 3), (np.int64(90), 28)): {'bw': 31}, ((1, 5), (np.int64(90), 26)): {'bw': 37}, ((1, 5), (26, np.int64(25))): {'bw': 37}, ((1, 7), (np.int64(90), 22)): {'bw': 21}, ((1, 7), (22, np.int64(33))): {'bw': 21}}",0.0,0.0,602.0,92.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,4.73867596242133,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {5: {'cpu': -67}, 7: {'cpu': -72}, 2: {'cpu': -41}, 8: {'cpu': -87}, 6: {'cpu': -47}, 3: {'cpu': -80}, 1: {'cpu': -95}, 4: {'cpu': -75}, 0: {'cpu': -57}}, 'link_level': {(0, 3): {'bw': -54}, (0, 4): {'bw': -65}, (0, 7): {'bw': -23}, (1, 3): {'bw': -45}, (1, 5): {'bw': -34}, (1, 7): {'bw': -36}, (1, 8): {'bw': -24}}, 'path_level': {(0, 3): {'latency': -4.624411528463822}, (0, 4): {'latency': -6.3754178510695265}, (0, 7): {'latency': -8.791563911590975}, (1, 3): {'latency': -7.9277832440001355}, (1, 5): {'latency': -4.86898765420421}, (1, 7): {'latency': -3.333972655371179}, (1, 8): {'latency': 4.73867596242133}}}","{'node_level': {5: {'cpu': 0}, 7: {'cpu': 0}, 2: {'cpu': 0}, 8: {'cpu': 0}, 6: {'cpu': 0}, 3: {'cpu': 0}, 1: {'cpu': 0}, 4: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(0, 3): {'bw': 0}, (0, 4): {'bw': 0}, (0, 7): {'bw': 0}, (1, 3): {'bw': 0}, (1, 5): {'bw': 0}, (1, 7): {'bw': 0}, (1, 8): {'bw': 0}}, 'path_level': {(0, 3): {'latency': 0}, (0, 4): {'latency': 0}, (0, 7): {'latency': 0}, (1, 3): {'latency': 0}, (1, 5): {'latency': 0}, (1, 7): {'latency': 0}, (1, 8): {'latency': 4.73867596242133}}}",[],0.0,0.0,True,False,False,0,[],0,0.0,9.0,7.0
9,2,2,217.0,238.0,74523.50197607475,77352.05524864211,0.9117647058823529,0.9634327328023129,7,9,1,102.0,41620,7586,34034,0.009660574412532652,0.004795602081993144,8,1311.454495210449,102.0,9,18,False,"{8: np.int64(25), 0: np.int64(33), 2: np.int64(64), 6: np.int64(0), 1: np.int64(86), 5: np.int64(28), 3: np.int64(90), 4: np.int64(26), 7: np.int64(21)}","{(0, 1): [(np.int64(33), 86)], (0, 2): [(np.int64(33), 64)], (0, 6): [(np.int64(33), 0)], (0, 7): [(np.int64(33), 60), (60, np.int64(21))], (1, 2): []}","{(8, np.int64(25)): {'cpu': 16}, (0, np.int64(33)): {'cpu': 18}, (2, np.int64(64)): {'cpu': 20}, (6, np.int64(0)): {'cpu': 14}, (1, np.int64(86)): {'cpu': 10}, (5, np.int64(28)): {'cpu': 11}, (3, np.int64(90)): {'cpu': 5}, (4, np.int64(26)): {'cpu': 3}, (7, np.int64(21)): {'cpu': 1}}","{((0, 1), (np.int64(33), 86)): {'bw': 36}, ((0, 2), (np.int64(33), 64)): {'bw': 50}, ((0, 6), (np.int64(33), 0)): {'bw': 42}, ((0, 7), (np.int64(33), 60)): {'bw': 6}, ((0, 7), (60, np.int64(21))): {'bw': 6}}",0.0,0.0,584.0,98.0,486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,5.263380260593102,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {8: {'cpu': -68}, 0: {'cpu': -74}, 2: {'cpu': -37}, 6: {'cpu': -82}, 1: {'cpu': -51}, 5: {'cpu': -73}, 3: {'cpu': -95}, 4: {'cpu': -77}, 7: {'cpu': -58}}, 'link_level': {(0, 1): {'bw': -22}, (0, 2): {'bw': -33}, (0, 6): {'bw': -43}, (0, 7): {'bw': -52}, (1, 2): {'bw': -49}}, 'path_level': {(0, 1): {'latency': -10.443440665106811}, (0, 2): {'latency': -10.000347883929372}, (0, 6): {'latency': -8.992685693117542}, (0, 7): {'latency': -5.6387619053981926}, (1, 2): {'latency': 5.263380260593102}}}","{'node_level': {8: {'cpu': 0}, 0: {'cpu': 0}, 2: {'cpu': 0}, 6: {'cpu': 0}, 1: {'cpu': 0}, 5: {'cpu': 0}, 3: {'cpu': 0}, 4: {'cpu': 0}, 7: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}, (0, 2): {'bw': 0}, (0, 6): {'bw': 0}, (0, 7): {'bw': 0}, (1, 2): {'bw': 0}}, 'path_level': {(0, 1): {'latency': 0}, (0, 2): {'latency': 0}, (0, 6): {'latency': 0}, (0, 7): {'latency': 0}, (1, 2): {'latency': 5.263380260593102}}}",[],0.0,0.0,True,False,False,0,[],0,0.0,9.0,5.0
