v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_placed_nodes,num_routed_links
1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,16.0,46849,7253,39596,0.0,0.0,0,583.4367577311515,16.0,7,8,False,"{4: 18, 0: 60, 3: 91, 1: 41, 2: 1, 6: 5, 5: 77}","{(0, 3): [(60, 34), (34, 91)], (0, 4): [(60, 46), (46, 18)], (0, 6): [(60, 5)], (1, 3): []}","{(4, 18): {'cpu': 8}, (0, 60): {'cpu': 13}, (3, 91): {'cpu': 9}, (1, 41): {'cpu': 11}, (2, 1): {'cpu': 15}, (6, 5): {'cpu': 6}, (5, 77): {'cpu': 14}}","{((0, 3), (60, 34)): {'bw': 48}, ((0, 3), (34, 91)): {'bw': 48}, ((0, 4), (60, 46)): {'bw': 43}, ((0, 4), (46, 18)): {'bw': 43}, ((0, 6), (60, 5)): {'bw': 4}}",0.0,0.0,255.0,76.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,7.844334009585825,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {4: {'cpu': -81}, 0: {'cpu': -77}, 3: {'cpu': -81}, 1: {'cpu': -53}, 2: {'cpu': -82}, 6: {'cpu': -83}, 5: {'cpu': -36}}, 'link_level': {(0, 3): {'bw': -40}, (0, 4): {'bw': -7}, (0, 6): {'bw': -59}, (1, 3): {'bw': -53}}, 'path_level': {(0, 3): {'latency': -6.466107513837836}, (0, 4): {'latency': -0.5746223044167644}, (0, 6): {'latency': -8.50880894202361}, (1, 3): {'latency': 7.844334009585825}}}","{'node_level': {4: {'cpu': 0}, 0: {'cpu': 0}, 3: {'cpu': 0}, 1: {'cpu': 0}, 2: {'cpu': 0}, 6: {'cpu': 0}, 5: {'cpu': 0}}, 'link_level': {(0, 3): {'bw': 0}, (0, 4): {'bw': 0}, (0, 6): {'bw': 0}, (1, 3): {'bw': 0}}, 'path_level': {(0, 3): {'latency': 0}, (0, 4): {'latency': 0}, (0, 6): {'latency': 0}, (1, 3): {'latency': 7.844334009585825}}}",[],0.0,0.0,True,False,False,0,[],0,0.0,7.0,4.0
2,1,1,26.0,27.0,27615.08313701147,28677.20171920422,0.9629629629629629,0.9629629629629629,2,1,1,30.0,46822,7228,39594,0.003446849579484379,5.051015254065039e-05,1,1062.1185821927488,30.0,2,1,True,"{1: 18, 0: 60}","{(0, 1): [(60, 3), (3, 18)]}","{(1, 18): {'cpu': 15}, (0, 60): {'cpu': 10}}","{((0, 1), (60, 3)): {'bw': 1}, ((0, 1), (3, 18)): {'bw': 1}}",27.0,26.0,26.0,25.0,1.0,25.0,1.0,25.0,2.0,1.0,0.9629629629629629,28677.20171920422,27615.08313701147,1022.7808569263507,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {1: {'cpu': -74}, 0: {'cpu': -80}}, 'link_level': {(0, 1): {'bw': -53}}, 'path_level': {(0, 1): {'latency': -3.44129865969645}}}","{'node_level': {1: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}}, 'path_level': {(0, 1): {'latency': 0}}}",[],0.0,0.0,True,True,False,0,[],0,0.0,2.0,1.0
3,2,2,279.0,380.0,344359.91363016824,470617.6173875218,0.7342105263157894,0.7317191301544734,5,2,1,43.0,46469,7174,39295,0.010892044671170553,0.007601777957369382,2,1251.955851751608,43.0,5,6,True,"{1: 18, 4: 91, 3: 60, 0: 41, 2: 1}","{(0, 1): [(41, 18)], (0, 3): [(41, 3), (3, 60)], (1, 3): [(18, 3), (3, 60)], (1, 4): [(18, 91)], (2, 4): [(1, 33), (33, 91)], (3, 4): [(60, 34), (34, 91)]}","{(1, 18): {'cpu': 17}, (4, 91): {'cpu': 14}, (3, 60): {'cpu': 6}, (0, 41): {'cpu': 4}, (2, 1): {'cpu': 13}}","{((0, 1), (41, 18)): {'bw': 49}, ((0, 3), (41, 3)): {'bw': 46}, ((0, 3), (3, 60)): {'bw': 46}, ((1, 3), (18, 3)): {'bw': 19}, ((1, 3), (3, 60)): {'bw': 19}, ((1, 4), (18, 91)): {'bw': 50}, ((2, 4), (1, 33)): {'bw': 8}, ((2, 4), (33, 91)): {'bw': 8}, ((3, 4), (60, 34)): {'bw': 27}, ((3, 4), (34, 91)): {'bw': 27}}",353.0,253.0,253.0,54.0,199.0,54.0,199.0,54.0,299.0,100.0,0.71671388101983,441940.4156683176,316744.8304931568,897.2941373743819,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {1: {'cpu': -57}, 4: {'cpu': -76}, 3: {'cpu': -74}, 0: {'cpu': -60}, 2: {'cpu': -84}}, 'link_level': {(0, 1): {'bw': -25}, (0, 3): {'bw': -39}, (1, 3): {'bw': -29}, (1, 4): {'bw': -46}, (2, 4): {'bw': -51}, (3, 4): {'bw': -61}}, 'path_level': {(0, 1): {'latency': -2.277918288438144}, (0, 3): {'latency': -6.284176039497529}, (1, 3): {'latency': -1.866666474315891}, (1, 4): {'latency': -9.083776682987816}, (2, 4): {'latency': -7.965459851851508}, (3, 4): {'latency': -1.2132272918202007}}}","{'node_level': {1: {'cpu': 0}, 4: {'cpu': 0}, 3: {'cpu': 0}, 0: {'cpu': 0}, 2: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}, (0, 3): {'bw': 0}, (1, 3): {'bw': 0}, (1, 4): {'bw': 0}, (2, 4): {'bw': 0}, (3, 4): {'bw': 0}}, 'path_level': {(0, 1): {'latency': 0}, (0, 3): {'latency': 0}, (1, 3): {'latency': 0}, (1, 4): {'latency': 0}, (2, 4): {'latency': 0}, (3, 4): {'latency': 0}}}",[],0.0,0.0,True,True,False,0,[],0,0.0,5.0,6.0
4,3,3,453.0,651.0,365622.3181088197,503733.20137438696,0.695852534562212,0.7258253319639342,5,3,1,52.0,46198,7148,39050,0.014476768233834258,0.013789271643600332,3,122.1977268888015,52.0,5,5,True,"{2: 18, 0: 60, 3: 91, 4: 41, 1: 1}","{(0, 2): [(60, 5), (5, 18)], (0, 4): [(60, 3), (3, 41)], (1, 4): [(1, 13), (13, 41)], (2, 3): [(18, 91)], (2, 4): [(18, 41)]}","{(2, 18): {'cpu': 6}, (0, 60): {'cpu': 9}, (3, 91): {'cpu': 8}, (4, 41): {'cpu': 1}, (1, 1): {'cpu': 2}}","{((0, 2), (60, 5)): {'bw': 34}, ((0, 2), (5, 18)): {'bw': 34}, ((0, 4), (60, 3)): {'bw': 27}, ((0, 4), (3, 41)): {'bw': 27}, ((1, 4), (1, 13)): {'bw': 36}, ((1, 4), (13, 41)): {'bw': 36}, ((2, 3), (18, 91)): {'bw': 26}, ((2, 4), (18, 41)): {'bw': 25}}",271.0,174.0,174.0,26.0,148.0,26.0,148.0,26.0,245.0,97.0,0.6420664206642066,33115.583986865204,21262.40447865146,78.45905711679505,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {2: {'cpu': -51}, 0: {'cpu': -65}, 3: {'cpu': -68}, 4: {'cpu': -59}, 1: {'cpu': -82}}, 'link_level': {(0, 2): {'bw': -29}, (0, 4): {'bw': -2}, (1, 4): {'bw': -30}, (2, 3): {'bw': -20}, (2, 4): {'bw': 0}}, 'path_level': {(0, 2): {'latency': -7.531631030172616}, (0, 4): {'latency': -0.6221378498222974}, (1, 4): {'latency': -6.302695000466388}, (2, 3): {'latency': -1.732923648566862}, (2, 4): {'latency': -12.131190200788819}}}","{'node_level': {2: {'cpu': 0}, 0: {'cpu': 0}, 3: {'cpu': 0}, 4: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(0, 2): {'bw': 0}, (0, 4): {'bw': 0}, (1, 4): {'bw': 0}, (2, 3): {'bw': 0}, (2, 4): {'bw': 0}}, 'path_level': {(0, 2): {'latency': 0}, (0, 4): {'latency': 0}, (1, 4): {'latency': 0}, (2, 3): {'latency': 0}, (2, 4): {'latency': 0}}}",[],0.0,0.0,True,True,False,0,[],0,0.0,5.0,5.0
5,4,4,735.0,1119.0,483053.25418606703,698618.5846515208,0.6568364611260054,0.6914406012073379,9,4,1,65.0,45730,7058,38672,0.026885426719977956,0.023335690473785253,4,416.4217591391749,65.0,9,10,True,"{2: 18, 1: 60, 0: 72, 6: 1, 8: 30, 3: 91, 7: 77, 4: 41, 5: 98}","{(0, 2): [(72, 2), (2, 18)], (1, 4): [(60, 32), (32, 41)], (1, 6): [(60, 13), (13, 1)], (1, 8): [(60, 13), (13, 30)], (2, 3): [(18, 33), (33, 91)], (2, 4): [(18, 2), (2, 41)], (2, 7): [(18, 77)], (2, 8): [(18, 0), (0, 30)], (4, 7): [(41, 3), (3, 77)], (5, 6): [(98, 33), (33, 1)]}","{(2, 18): {'cpu': 7}, (1, 60): {'cpu': 19}, (0, 72): {'cpu': 19}, (6, 1): {'cpu': 14}, (8, 30): {'cpu': 3}, (3, 91): {'cpu': 12}, (7, 77): {'cpu': 10}, (4, 41): {'cpu': 1}, (5, 98): {'cpu': 5}}","{((0, 2), (72, 2)): {'bw': 34}, ((0, 2), (2, 18)): {'bw': 34}, ((1, 4), (60, 32)): {'bw': 13}, ((1, 4), (32, 41)): {'bw': 13}, ((1, 6), (60, 13)): {'bw': 16}, ((1, 6), (13, 1)): {'bw': 16}, ((1, 8), (60, 13)): {'bw': 34}, ((1, 8), (13, 30)): {'bw': 34}, ((2, 3), (18, 33)): {'bw': 24}, ((2, 3), (33, 91)): {'bw': 24}, ((2, 4), (18, 2)): {'bw': 13}, ((2, 4), (2, 41)): {'bw': 13}, ((2, 7), (18, 77)): {'bw': 6}, ((2, 8), (18, 0)): {'bw': 39}, ((2, 8), (0, 30)): {'bw': 39}, ((4, 7), (41, 3)): {'bw': 2}, ((4, 7), (3, 77)): {'bw': 2}, ((5, 6), (98, 33)): {'bw': 11}, ((5, 6), (33, 1)): {'bw': 11}}",468.0,282.0,282.0,90.0,192.0,90.0,192.0,90.0,378.0,186.0,0.6025641025641025,194885.38327713386,117430.93607724733,250.9208035838618,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {2: {'cpu': -44}, 1: {'cpu': -46}, 0: {'cpu': -69}, 6: {'cpu': -68}, 8: {'cpu': -52}, 3: {'cpu': -56}, 7: {'cpu': -40}, 4: {'cpu': -58}, 5: {'cpu': -58}}, 'link_level': {(0, 2): {'bw': -48}, (1, 4): {'bw': -37}, (1, 6): {'bw': -28}, (1, 8): {'bw': -37}, (2, 3): {'bw': -56}, (2, 4): {'bw': -37}, (2, 7): {'bw': -93}, (2, 8): {'bw': -31}, (4, 7): {'bw': -10}, (5, 6): {'bw': -40}}, 'path_level': {(0, 2): {'latency': -0.6209122780547958}, (1, 4): {'latency': -0.14420698311096114}, (1, 6): {'latency': -1.234061129968306}, (1, 8): {'latency': -6.319743966886369}, (2, 3): {'latency': -7.236863231096116}, (2, 4): {'latency': -7.845551719917264}, (2, 7): {'latency': -8.03579815005507}, (2, 8): {'latency': -4.3733990701335586}, (4, 7): {'latency': -8.507576279975599}, (5, 6): {'latency': -2.2295507433700905}}}","{'node_level': {2: {'cpu': 0}, 1: {'cpu': 0}, 0: {'cpu': 0}, 6: {'cpu': 0}, 8: {'cpu': 0}, 3: {'cpu': 0}, 7: {'cpu': 0}, 4: {'cpu': 0}, 5: {'cpu': 0}}, 'link_level': {(0, 2): {'bw': 0}, (1, 4): {'bw': 0}, (1, 6): {'bw': 0}, (1, 8): {'bw': 0}, (2, 3): {'bw': 0}, (2, 4): {'bw': 0}, (2, 7): {'bw': 0}, (2, 8): {'bw': 0}, (4, 7): {'bw': 0}, (5, 6): {'bw': 0}}, 'path_level': {(0, 2): {'latency': 0}, (1, 4): {'latency': 0}, (1, 6): {'latency': 0}, (1, 8): {'latency': 0}, (2, 3): {'latency': 0}, (2, 4): {'latency': 0}, (2, 7): {'latency': 0}, (2, 8): {'latency': 0}, (4, 7): {'latency': 0}, (5, 6): {'latency': 0}}}",[],0.0,0.0,True,True,False,0,[],0,0.0,9.0,10.0
6,4,4,735.0,1119.0,483053.25418606703,698618.5846515208,0.6568364611260054,0.6914406012073379,9,5,1,72.0,45730,7058,38672,0.026885426719977956,0.023335690473785253,5,1001.6202513226889,72.0,5,6,False,"{4: 18, 2: 41, 1: 5, 0: 7, 3: 30}","{(0, 2): []}","{(4, 18): {'cpu': 8}, (2, 41): {'cpu': 13}, (1, 5): {'cpu': 11}, (0, 7): {'cpu': 1}, (3, 30): {'cpu': 1}}",{},0.0,0.0,177.0,34.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,5.201001545809309,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {4: {'cpu': -36}, 2: {'cpu': -45}, 1: {'cpu': -78}, 0: {'cpu': -68}, 3: {'cpu': -51}}, 'link_level': {(0, 2): {'bw': -28}}, 'path_level': {(0, 2): {'latency': 5.201001545809309}}}","{'node_level': {4: {'cpu': 0}, 2: {'cpu': 0}, 1: {'cpu': 0}, 0: {'cpu': 0}, 3: {'cpu': 0}}, 'link_level': {(0, 2): {'bw': 0}}, 'path_level': {(0, 2): {'latency': 5.201001545809309}}}",[],0.0,0.0,True,False,False,0,[],0,0.0,5.0,1.0
7,4,4,735.0,1119.0,483053.25418606703,698618.5846515208,0.6568364611260054,0.6914406012073379,9,6,1,84.0,45730,7058,38672,0.026885426719977956,0.023335690473785253,6,355.62396831078695,84.0,7,9,False,"{2: 18, 5: 41, 6: 5, 1: 7, 3: 30, 0: 77, 4: 98}","{(0, 2): [(77, 18)], (1, 2): []}","{(2, 18): {'cpu': 15}, (5, 41): {'cpu': 17}, (6, 5): {'cpu': 5}, (1, 7): {'cpu': 7}, (3, 30): {'cpu': 2}, (0, 77): {'cpu': 16}, (4, 98): {'cpu': 5}}","{((0, 2), (77, 18)): {'bw': 8}}",0.0,0.0,288.0,67.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,24.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {2: {'cpu': -29}, 5: {'cpu': -41}, 6: {'cpu': -84}, 1: {'cpu': -62}, 3: {'cpu': -50}, 0: {'cpu': -24}, 4: {'cpu': -53}}, 'link_level': {(0, 2): {'bw': -85}, (1, 2): {'bw': 24}}, 'path_level': {(0, 2): {'latency': -11.395223149709143}, (1, 2): {'latency': 3.677378490326788}}}","{'node_level': {2: {'cpu': 0}, 5: {'cpu': 0}, 6: {'cpu': 0}, 1: {'cpu': 0}, 3: {'cpu': 0}, 0: {'cpu': 0}, 4: {'cpu': 0}}, 'link_level': {(0, 2): {'bw': 0}, (1, 2): {'bw': 24}}, 'path_level': {(0, 2): {'latency': 0}, (1, 2): {'latency': 3.677378490326788}}}",[],0.0,0.0,True,False,False,0,[],0,0.0,7.0,2.0
8,4,4,735.0,1119.0,483053.25418606703,698618.5846515208,0.6568364611260054,0.6914406012073379,9,7,1,97.0,45730,7058,38672,0.026885426719977956,0.023335690473785253,7,1242.7911631197298,97.0,4,5,False,"{0: 18, 1: 41, 2: 5, 3: 7}","{(0, 1): []}","{(0, 18): {'cpu': 10}, (1, 41): {'cpu': 9}, (2, 5): {'cpu': 18}, (3, 7): {'cpu': 20}}",{},0.0,0.0,236.0,57.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,11.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {0: {'cpu': -34}, 1: {'cpu': -49}, 2: {'cpu': -71}, 3: {'cpu': -49}}, 'link_level': {(0, 1): {'bw': 11}}, 'path_level': {(0, 1): {'latency': 7.050901447671811}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}, 2: {'cpu': 0}, 3: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 11}}, 'path_level': {(0, 1): {'latency': 7.050901447671811}}}",[],0.0,0.0,True,False,False,0,[],0,0.0,4.0,1.0
9,4,4,735.0,1119.0,483053.25418606703,698618.5846515208,0.6568364611260054,0.6914406012073379,9,8,1,112.0,45730,7058,38672,0.026885426719977956,0.023335690473785253,8,1270.1522428022445,112.0,6,8,False,"{0: 18, 5: 41, 2: 5, 4: 7, 1: 30, 3: 77}","{(0, 1): [(18, 0), (0, 30)], (0, 2): [(18, 83), (83, 5)], (0, 4): [(18, 3), (3, 7)], (0, 5): [(18, 2), (2, 41)], (1, 3): [(30, 29), (29, 77)], (1, 4): []}","{(0, 18): {'cpu': 15}, (5, 41): {'cpu': 12}, (2, 5): {'cpu': 20}, (4, 7): {'cpu': 14}, (1, 30): {'cpu': 6}, (3, 77): {'cpu': 16}}","{((0, 1), (18, 0)): {'bw': 12}, ((0, 1), (0, 30)): {'bw': 12}, ((0, 2), (18, 83)): {'bw': 34}, ((0, 2), (83, 5)): {'bw': 34}, ((0, 4), (18, 3)): {'bw': 8}, ((0, 4), (3, 7)): {'bw': 8}, ((0, 5), (18, 2)): {'bw': 27}, ((0, 5), (2, 41)): {'bw': 27}, ((1, 3), (30, 29)): {'bw': 49}, ((1, 3), (29, 77)): {'bw': 49}}",0.0,0.0,302.0,83.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,2.624910640923692,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {0: {'cpu': -29}, 5: {'cpu': -46}, 2: {'cpu': -69}, 4: {'cpu': -55}, 1: {'cpu': -46}, 3: {'cpu': -24}}, 'link_level': {(0, 1): {'bw': -19}, (0, 2): {'bw': -22}, (0, 4): {'bw': -26}, (0, 5): {'bw': -10}, (1, 3): {'bw': -19}, (1, 4): {'bw': -65}}, 'path_level': {(0, 1): {'latency': -0.1505818776012724}, (0, 2): {'latency': -2.988072496600089}, (0, 4): {'latency': -7.653867134272189}, (0, 5): {'latency': -1.4614557313465824}, (1, 3): {'latency': -5.420908051069132}, (1, 4): {'latency': 2.624910640923692}}}","{'node_level': {0: {'cpu': 0}, 5: {'cpu': 0}, 2: {'cpu': 0}, 4: {'cpu': 0}, 1: {'cpu': 0}, 3: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}, (0, 2): {'bw': 0}, (0, 4): {'bw': 0}, (0, 5): {'bw': 0}, (1, 3): {'bw': 0}, (1, 4): {'bw': 0}}, 'path_level': {(0, 1): {'latency': 0}, (0, 2): {'latency': 0}, (0, 4): {'latency': 0}, (0, 5): {'latency': 0}, (1, 3): {'latency': 0}, (1, 4): {'latency': 2.624910640923692}}}",[],0.0,0.0,True,False,False,0,[],0,0.0,6.0,6.0
10,4,4,735.0,1119.0,483053.25418606703,698618.5846515208,0.6568364611260054,0.6914406012073379,9,9,1,126.0,45730,7058,38672,0.026885426719977956,0.023335690473785253,9,43.385244437624735,126.0,9,22,False,"{7: 18, 0: 41, 1: 5, 6: 7, 2: 30, 5: 77, 3: 98, 8: 43, 4: 49}","{(0, 3): [(41, 22), (22, 4), (4, 98)], (0, 4): [(41, 10), (10, 49)], (0, 6): [(41, 13), (13, 7)], (0, 7): [(41, 46), (46, 18)], (0, 8): [(41, 25), (25, 43)], (1, 2): [(5, 85), (85, 30)], (1, 5): [(5, 85), (85, 77)], (1, 6): [(5, 15), (15, 7)], (1, 8): []}","{(7, 18): {'cpu': 12}, (0, 41): {'cpu': 11}, (1, 5): {'cpu': 18}, (6, 7): {'cpu': 3}, (2, 30): {'cpu': 6}, (5, 77): {'cpu': 16}, (3, 98): {'cpu': 5}, (8, 43): {'cpu': 3}, (4, 49): {'cpu': 5}}","{((0, 3), (41, 22)): {'bw': 34}, ((0, 3), (22, 4)): {'bw': 34}, ((0, 3), (4, 98)): {'bw': 34}, ((0, 4), (41, 10)): {'bw': 47}, ((0, 4), (10, 49)): {'bw': 47}, ((0, 6), (41, 13)): {'bw': 20}, ((0, 6), (13, 7)): {'bw': 20}, ((0, 7), (41, 46)): {'bw': 49}, ((0, 7), (46, 18)): {'bw': 49}, ((0, 8), (41, 25)): {'bw': 12}, ((0, 8), (25, 43)): {'bw': 12}, ((1, 2), (5, 85)): {'bw': 34}, ((1, 2), (85, 30)): {'bw': 34}, ((1, 5), (5, 85)): {'bw': 26}, ((1, 5), (85, 77)): {'bw': 26}, ((1, 6), (5, 15)): {'bw': 34}, ((1, 6), (15, 7)): {'bw': 34}}",0.0,0.0,732.0,79.0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,5.663478256986009,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {7: {'cpu': -32}, 0: {'cpu': -47}, 1: {'cpu': -71}, 6: {'cpu': -66}, 2: {'cpu': -46}, 5: {'cpu': -24}, 3: {'cpu': -53}, 8: {'cpu': -79}, 4: {'cpu': -68}}, 'link_level': {(0, 3): {'bw': -39}, (0, 4): {'bw': -40}, (0, 6): {'bw': -10}, (0, 7): {'bw': -16}, (0, 8): {'bw': -54}, (1, 2): {'bw': -16}, (1, 5): {'bw': -29}, (1, 6): {'bw': -62}, (1, 8): {'bw': 0}}, 'path_level': {(0, 3): {'latency': -5.033965005273922}, (0, 4): {'latency': -5.191993772290477}, (0, 6): {'latency': -6.566731567922849}, (0, 7): {'latency': -7.855455765151236}, (0, 8): {'latency': -0.6742194164562063}, (1, 2): {'latency': -4.90866741813015}, (1, 5): {'latency': -1.3134933347786966}, (1, 6): {'latency': -4.302565276755032}, (1, 8): {'latency': 5.663478256986009}}}","{'node_level': {7: {'cpu': 0}, 0: {'cpu': 0}, 1: {'cpu': 0}, 6: {'cpu': 0}, 2: {'cpu': 0}, 5: {'cpu': 0}, 3: {'cpu': 0}, 8: {'cpu': 0}, 4: {'cpu': 0}}, 'link_level': {(0, 3): {'bw': 0}, (0, 4): {'bw': 0}, (0, 6): {'bw': 0}, (0, 7): {'bw': 0}, (0, 8): {'bw': 0}, (1, 2): {'bw': 0}, (1, 5): {'bw': 0}, (1, 6): {'bw': 0}, (1, 8): {'bw': 0}}, 'path_level': {(0, 3): {'latency': 0}, (0, 4): {'latency': 0}, (0, 6): {'latency': 0}, (0, 7): {'latency': 0}, (0, 8): {'latency': 0}, (1, 2): {'latency': 0}, (1, 5): {'latency': 0}, (1, 6): {'latency': 0}, (1, 8): {'latency': 5.663478256986009}}}",[],0.0,0.0,True,False,False,0,[],0,0.0,9.0,9.0
